location_name,latitude,longitude,parameter,value,unit,timestamp
Barcelona - Gràcia,41.402,2.157,SO2,5.73,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Gràcia,41.402,2.157,PM2.5,20.02,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Gràcia,41.402,2.157,PM10,14.7,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Gràcia,41.402,2.157,NO2,43.91,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Gràcia,41.402,2.157,O3,22.52,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Gràcia,41.402,2.157,CO,0.98,mg/m³,2026-06-13T16:07:24.406039
Barcelona - Gràcia,41.402,2.157,SO2,8.6,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,16.46,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,39.54,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,16.53,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,22.61,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.66,mg/m³,2026-06-14T15:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,6.04,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,10.08,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,36.11,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,53.5,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,35.11,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.28,mg/m³,2026-06-14T14:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,2.19,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,7.07,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,36.57,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,42.03,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,64.62,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.48,mg/m³,2026-06-14T13:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,14.66,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,25.65,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,26.15,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,54.76,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,38.96,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,0.93,mg/m³,2026-06-14T12:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,2.1,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,6.01,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,58.13,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,56.8,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,68.72,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,0.88,mg/m³,2026-06-14T11:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,3.43,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,11.26,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,22.51,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,42.46,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,70.02,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.35,mg/m³,2026-06-14T10:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,4.92,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,43.19,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,46.89,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,42.72,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,62.82,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,0.9,mg/m³,2026-06-14T09:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,4.47,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,19.24,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,47.89,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,15.72,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,28.13,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,0.19,mg/m³,2026-06-14T08:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,1.57,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,39.22,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,45.18,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,38.71,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,26.85,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.03,mg/m³,2026-06-14T07:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,7.63,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,11.93,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,31.69,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,34.93,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,63.11,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.31,mg/m³,2026-06-14T06:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,1.63,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,19.98,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,41.29,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,40.16,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,79.95,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.35,mg/m³,2026-06-14T05:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,3.28,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,7.82,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,42.12,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,16.33,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,61.0,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.89,mg/m³,2026-06-14T04:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,9.06,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,20.53,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,42.16,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,37.91,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,58.19,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.89,mg/m³,2026-06-14T03:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,6.41,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,43.45,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,55.27,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,24.79,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,24.86,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,0.29,mg/m³,2026-06-14T02:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,1.26,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,8.78,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,44.15,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,18.56,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,42.33,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.71,mg/m³,2026-06-14T01:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,1.33,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,37.58,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,24.09,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,20.91,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,68.77,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.29,mg/m³,2026-06-14T00:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,13.28,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,34.4,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,50.17,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,29.1,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,32.42,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.53,mg/m³,2026-06-13T23:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,12.3,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,44.62,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,30.63,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,33.6,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,74.35,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,0.75,mg/m³,2026-06-13T22:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,14.03,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,39.34,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,31.45,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,52.54,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,72.82,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,0.3,mg/m³,2026-06-13T21:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,13.64,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,25.21,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,51.32,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,31.0,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,82.69,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,0.84,mg/m³,2026-06-13T20:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,1.15,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,41.22,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,14.56,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,30.97,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,86.5,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.91,mg/m³,2026-06-13T19:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,9.03,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,30.27,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,32.42,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,29.66,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,43.01,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,1.38,mg/m³,2026-06-13T18:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,11.53,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,36.66,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,49.48,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,19.56,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,54.61,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,0.21,mg/m³,2026-06-13T17:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,8.69,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM2.5,22.66,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Ciutadella,41.387,2.188,PM10,54.39,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Ciutadella,41.387,2.188,NO2,32.55,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Ciutadella,41.387,2.188,O3,28.19,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Ciutadella,41.387,2.188,CO,0.37,mg/m³,2026-06-13T16:07:24.406039
Barcelona - Ciutadella,41.387,2.188,SO2,11.66,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,29.73,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,15.06,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,19.21,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,69.07,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.24,mg/m³,2026-06-14T15:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,12.51,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,33.25,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,14.07,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,19.24,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,89.06,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.81,mg/m³,2026-06-14T14:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,6.19,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,37.51,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,57.36,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,64.3,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,72.74,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.81,mg/m³,2026-06-14T13:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,2.17,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,36.09,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,37.92,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,36.21,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,83.44,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.31,mg/m³,2026-06-14T12:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,7.9,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,5.45,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,33.43,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,17.82,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,28.32,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.32,mg/m³,2026-06-14T11:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,10.09,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,34.84,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,39.17,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,63.11,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,46.24,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.64,mg/m³,2026-06-14T10:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,13.16,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,13.94,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,58.16,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,15.61,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,87.89,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.18,mg/m³,2026-06-14T09:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,13.48,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,26.11,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,59.65,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,18.69,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,58.77,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,1.94,mg/m³,2026-06-14T08:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,8.32,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,30.18,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,44.79,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,37.73,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,63.93,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,1.21,mg/m³,2026-06-14T07:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,13.62,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,6.82,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,24.05,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,62.52,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,82.32,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.97,mg/m³,2026-06-14T06:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,9.68,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,16.1,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,19.41,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,38.18,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,44.73,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,1.21,mg/m³,2026-06-14T05:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,2.09,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,43.98,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,59.31,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,49.91,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,57.53,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.69,mg/m³,2026-06-14T04:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,12.39,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,32.39,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,18.13,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,60.55,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,77.58,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,1.9,mg/m³,2026-06-14T03:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,11.16,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,29.54,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,30.91,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,61.64,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,80.62,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.19,mg/m³,2026-06-14T02:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,1.37,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,20.06,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,50.53,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,64.36,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,30.53,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,1.23,mg/m³,2026-06-14T01:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,6.33,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,43.8,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,52.11,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,56.92,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,52.81,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.89,mg/m³,2026-06-14T00:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,4.83,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,7.26,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,53.24,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,55.65,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,89.98,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,1.99,mg/m³,2026-06-13T23:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,8.78,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,35.76,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,57.24,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,57.48,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,37.31,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,0.96,mg/m³,2026-06-13T22:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,2.81,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,43.16,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,40.31,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,26.43,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,67.02,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,1.27,mg/m³,2026-06-13T21:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,6.01,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,9.54,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,43.58,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,41.02,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Palau Reial,41.387,2.117,O3,74.06,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Palau Reial,41.387,2.117,CO,1.09,mg/m³,2026-06-13T20:07:24.406039
Barcelona - Palau Reial,41.387,2.117,SO2,12.93,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM2.5,27.08,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Palau Reial,41.387,2.117,PM10,38.05,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Palau Reial,41.387,2.117,NO2,58.83,µg/m³,2026-06-13T19:07:24.406039
